order_number,product_key,customer_key,order_date,shipping_date,due_date,sales_amount,quantity,price
SO-10096,60,67,2022-08-31,2022-09-01,2022-09-04,1336.22,2,668.11
SO-12094,84,447,2022-11-11,2022-11-13,2022-11-22,89.46,3,29.82
SO-12096,9,181,2021-09-19,2021-09-23,2021-09-27,10692.2,5,2138.44
SO-12098,8,13,2023-09-18,2023-09-22,2023-10-02,8680.35,5,1736.07
SO-12100,80,168,2021-03-13,2021-03-19,2021-03-19,263.5,5,52.7
SO-12103,5,342,2024-02-23,2024-03-06,2024-03-15,14389.35,5,2877.87
SO-11152,92,226,2020-12-30,2021-01-02,2021-01-04,37.98,2,18.99
SO-12107,18,100,2022-09-10,2022-09-20,2022-09-23,15950.68,4,3987.67
SO-12108,1,34,2019-11-01,2019-11-15,2019-11-15,13116.15,3,4372.05
SO-12109,87,253,2019-04-13,2019-04-15,2019-04-25,70.0,4,17.5
SO-12111,34,296,2024-04-06,2024-04-15,2024-04-20,1118.25,3,372.75
SO-12114,36,413,2024-08-29,2024-09-11,2024-09-14,587.18,2,293.59
SO-12116,64,499,2022-07-16,2022-07-17,2022-07-26,316.77,3,105.59
SO-12117,32,238,2019-09-20,2019-09-22,2019-09-30,1639.0,5,327.8
SO-12118,32,84,2024-12-27,2025-01-04,2025-01-14,374.07,1,374.07
SO-12120,20,213,2023-04-23,2023-04-24,2023-04-29,8953.35,3,2984.45
SO-12122,76,110,2022-07-19,2022-07-26,2022-07-29,179.31,3,59.77
SO-12125,49,437,2018-12-06,,2018-12-09,435.85,1,435.85
SO-12126,102,414,2019-09-15,2019-09-16,2019-09-16,585.52,4,146.38
SO-11206,106,359,2022-01-03,2022-01-14,2022-01-23,19.52,1,19.52
SO-12130,6,315,2018-01-01,2018-01-15,2018-01-18,6213.12,2,3106.56
SO-12132,79,429,2023-11-25,2023-11-27,2023-12-06,136.86,3,45.62
SO-12135,66,50,2023-07-27,2023-08-06,2023-08-09,1306.62,3,435.54
SO-12137,46,488,2023-09-16,2023-09-21,2023-09-25,229.6,4,57.4
SO-11240,42,108,2020-09-12,2020-09-20,2020-09-22,1005.64,2,502.82
SO-11966,20,371,2018-10-28,2018-11-02,2018-11-07,10497.18,3,3499.06
SO-12144,86,283,2024-08-04,2024-08-09,2024-08-12,133.84,4,33.46
SO-12145,5,431,2020-10-29,2020-11-05,2020-11-07,13250.4,4,3312.6
SO-12147,18,418,2021-09-01,2021-09-13,2021-09-19,12528.51,3,4176.17
SO-12148,33,213,2019-01-17,2019-01-25,2019-01-30,488.56,2,244.28
SO-12150,26,370,2020-01-10,2020-01-17,2020-01-17,168.27,1,168.27
SO-12151,14,248,2023-08-15,2023-08-19,2023-08-22,4440.18,2,2220.09
SO-10264,51,456,2023-12-06,2023-12-16,2023-12-25,2055.55,5,411.11
SO-12157,71,149,2024-01-16,,2024-02-05,79.77,1,79.77
SO-12158,61,425,2022-09-06,2022-09-14,2022-09-23,882.7,5,176.54
SO-11764,84,437,2018-06-08,2018-06-22,2018-06-25,143.95,5,28.79
SO-12162,31,204,2018-01-10,2018-01-17,2018-01-17,574.33,1,574.33
SO-12164,3,257,2021-06-08,2021-06-21,2021-06-30,2835.92,1,2835.92
SO-10215,110,121,2022-05-13,2022-05-22,2022-05-27,389.0,2,194.5
SO-12166,62,11,2019-02-12,2019-02-15,2019-02-19,200.8,2,100.4
SO-11838,94,84,2022-01-20,2022-01-22,2022-01-26,138.06,3,46.02
SO-11029,110,480,2018-01-14,2018-01-18,2018-01-19,662.55,3,220.85
SO-12171,60,262,2019-05-16,2019-05-24,2019-06-03,2741.9,5,548.38
SO-10413,104,97,2024-02-12,2024-02-17,2024-02-17,585.3,5,117.06
SO-12175,21,268,2023-12-31,2024-01-04,2024-01-11,1484.31,3,494.77
SO-12178,100,416,2022-07-07,2022-07-11,2022-07-13,495.78,2,247.89
SO-10380,30,428,2023-07-18,2023-07-27,2023-08-03,1323.96,4,330.99
SO-12182,74,182,2018-03-12,2018-03-23,2018-03-28,155.82,3,51.94
SO-12183,18,432,2019-01-29,2019-02-08,2019-02-16,19740.2,5,3948.04
SO-12186,93,390,2021-10-27,2021-10-29,2021-11-07,60.77,1,60.77
SO-12188,38,20,2019-03-13,2019-03-14,2019-03-18,316.86,2,158.43
SO-12190,10,500,2023-12-15,2023-12-21,2023-12-22,11794.64,4,2948.66
SO-10473,24,365,2019-01-17,2019-01-31,2019-02-02,765.65,5,153.13
SO-12194,41,455,2019-05-22,2019-05-25,2019-06-03,1160.12,2,580.06
SO-12197,97,278,2018-11-23,2018-12-06,2018-12-14,623.45,5,124.69
SO-12109,52,386,2018-06-16,2018-06-21,2018-06-27,275.4,1,275.4
SO-12199,14,457,2023-05-08,2023-05-09,2023-05-16,6829.68,3,2276.56
SO-12200,11,172,2019-11-21,2019-11-24,2019-12-04,21280.4,5,4256.08
SO-12203,91,65,2019-11-25,2019-12-07,2019-12-17,1001.7,5,200.34
SO-12206,102,374,2020-02-08,2020-02-16,2020-02-24,280.1,2,140.05
SO-12209,38,177,2019-07-12,2019-07-19,2019-07-28,675.6,4,168.9
SO-12210,91,216,2020-11-10,2020-11-21,2020-11-30,733.32,4,183.33
SO-10674,17,296,2020-01-26,2020-02-09,2020-02-19,14263.85,5,2852.77
SO-10623,6,375,2018-10-23,2018-11-03,2018-11-09,6335.78,2,3167.89
SO-12219,15,425,2018-02-26,2018-03-05,2018-03-06,10765.95,3,3588.65
SO-12221,42,211,2022-04-01,2022-04-12,2022-04-20,1745.07,3,581.69
SO-12223,25,446,2020-09-21,2020-09-29,2020-10-06,536.31,3,178.77
SO-12224,96,235,2023-11-18,2023-11-23,2023-11-26,745.44,4,186.36
SO-12225,61,403,2023-12-10,2023-12-12,2023-12-21,735.8,4,183.95
SO-12227,108,245,2022-05-19,2022-05-24,,333.6,4,83.4
SO-12229,50,113,2024-03-09,2024-03-18,2024-03-28,187.56,2,93.78
SO-12231,111,338,2023-10-17,2023-10-30,2023-11-03,835.68,4,208.92
SO-12233,33,415,2020-09-27,2020-10-10,2020-10-20,1604.05,5,320.81
SO-12236,64,271,2018-01-14,2018-01-17,2018-01-17,313.62,3,104.54
SO-12238,25,96,2019-03-21,2019-04-02,2019-04-06,670.56,4,167.64
SO-12241,108,492,2024-09-30,2024-10-10,2024-10-19,238.98,3,79.66
SO-11980,110,173,2022-01-01,2022-01-09,2022-01-12,906.15,5,181.23
SO-12047,73,459,2019-07-16,2019-07-20,2019-07-26,32.17,1,32.17
SO-12246,57,368,2019-07-10,2019-07-14,,878.24,2,439.12
SO-12247,36,330,2024-08-08,2024-08-16,2024-08-19,252.29,1,252.29
SO-11134,69,383,2020-09-14,2020-09-15,2020-09-22,315.36,3,105.12
SO-10957,105,111,2022-08-14,2022-08-20,2022-08-21,31.42,1,31.42
SO-12254,46,386,2023-01-27,2023-02-05,2023-02-07,63.6,1,63.6
SO-12255,23,422,2019-10-05,2019-10-09,2019-10-09,615.98,2,307.99
SO-12258,58,116,2024-12-08,2024-12-11,2024-12-11,221.78,1,221.78
SO-12260,107,352,2022-11-04,,2022-11-08,298.78,2,149.39
SO-12263,108,458,2022-09-18,2022-09-20,2022-09-21,166.28,2,83.14
SO-12264,35,366,2023-11-01,2023-11-13,2023-11-21,2709.9,5,541.98
SO-12266,58,81,2024-08-31,2024-09-09,2024-09-19,936.5,5,187.3
SO-12268,36,162,2020-12-01,2020-12-11,2020-12-14,239.7,1,239.7
SO-11595,112,298,2019-04-18,2019-05-01,2019-05-03,78.3,1,78.3
SO-12271,84,298,2019-07-08,2019-07-09,2019-07-17,63.42,2,31.71
SO-12274,110,311,2024-02-05,2024-02-07,2024-02-10,974.75,5,194.95
SO-12276,71,70,2020-01-01,2020-01-02,2020-01-08,382.68,4,95.67
SO-12279,12,266,2019-08-29,2019-09-08,2019-09-15,2120.3,1,2120.3
SO-12281,22,349,2021-02-05,,2021-02-24,1674.21,1,1674.21
SO-11829,111,415,2018-05-05,2018-05-07,2018-05-12,537.44,2,268.72
SO-10431,104,51,2022-12-04,2022-12-17,2022-12-25,273.09,3,91.03
SO-12286,41,195,2019-04-17,2019-04-30,2019-05-08,1834.65,3,611.55
SO-12289,86,296,2024-01-21,2024-01-29,2024-02-02,128.24,4,32.06
SO-12291,65,319,2018-06-23,2018-06-29,2018-07-05,2182.88,4,545.72
SO-11722,85,134,2020-10-03,2020-10-10,2020-10-15,190.05,3,63.35
SO-12295,16,121,2022-08-19,2022-08-22,2022-08-26,9714.6,5,1942.92
SO-12296,101,296,2022-03-18,2022-03-30,2022-03-30,659.65,5,131.93
SO-12298,78,439,2024-11-20,2024-11-29,2024-12-06,316.75,5,63.35
SO-12301,24,65,2018-09-22,2018-09-23,2018-09-27,168.9,1,168.9
SO-12304,68,379,2018-01-21,2018-01-26,2018-02-05,166.11,3,55.37
SO-12305,67,100,2022-03-29,2022-04-10,2022-04-13,1966.45,5,393.29
SO-12306,90,205,2024-12-10,2024-12-21,2024-12-25,438.2,2,219.1
SO-12079,21,11,2020-09-21,2020-09-28,2020-09-30,1881.87,3,627.29
SO-12310,11,237,2018-06-17,2018-07-01,2018-07-07,13727.94,3,4575.98
SO-12312,97,149,2018-06-23,2018-06-26,2018-07-02,238.52,2,119.26
SO-12313,111,467,2018-04-06,2018-04-17,2018-04-18,951.52,4,237.88
SO-12316,105,272,2023-09-01,2023-09-02,2023-09-05,30.03,1,30.03
SO-12318,43,372,2019-07-04,2019-07-12,2019-07-21,133.37,1,133.37
SO-12320,31,105,2020-06-04,2020-06-08,2020-06-13,1157.6,2,578.8
SO-12322,94,114,2019-08-03,2019-08-16,2019-08-17,34.32,1,34.32
SO-10497,70,25,2024-10-20,2024-10-24,2024-10-27,284.4,5,56.88
SO-12325,29,21,2022-07-24,2022-08-07,2022-08-07,313.17,1,313.17
SO-12327,50,49,2023-03-07,2023-03-16,,576.3,5,115.26
SO-12328,106,14,2018-05-01,2018-05-11,2018-05-12,75.21,3,25.07
SO-11067,32,353,2022-03-26,2022-04-01,2022-04-08,1266.68,4,316.67
SO-11040,1,452,2024-12-18,2024-12-29,2025-01-01,15573.92,4,3893.48
SO-12334,10,414,2019-05-20,2019-06-03,2019-06-11,14632.4,5,2926.48
SO-12336,44,430,2018-04-19,2018-04-29,2018-05-01,418.56,4,104.64
SO-12339,65,76,2018-10-29,2018-11-02,2018-11-09,1823.1,3,607.7
SO-12342,96,439,2021-04-19,2021-04-22,2021-04-30,1035.55,5,207.11
SO-12344,31,253,2022-06-08,2022-06-15,2022-06-21,525.92,1,525.92
SO-12345,6,484,2020-03-01,2020-03-15,2020-03-15,15478.25,5,3095.65
SO-12346,50,79,2023-02-10,2023-02-12,2023-02-17,186.88,2,93.44
SO-12348,7,419,2022-10-27,2022-11-05,2022-11-13,1079.06,2,539.53
SO-10684,83,463,2019-08-08,2019-08-18,2019-08-21,360.0,5,72.0
SO-12354,1,407,2023-12-02,2023-12-10,2023-12-13,11402.91,3,3800.97
SO-12357,18,209,2018-07-08,2018-07-12,2018-07-15,11303.49,3,3767.83
SO-12360,89,10,2024-10-16,2024-10-30,2024-10-30,72.55,5,14.51
SO-12362,74,94,2018-03-06,2018-03-18,2018-03-25,164.61,3,54.87
SO-12365,81,216,2024-06-03,2024-06-16,2024-06-22,180.81,3,60.27
SO-12368,87,390,2023-02-12,2023-02-14,2023-02-22,42.12,3,14.04
SO-12371,32,76,2021-09-15,2021-09-25,2021-09-26,868.26,3,289.42
SO-12372,23,456,2020-02-19,2020-02-21,2020-02-23,638.04,2,319.02
SO-12375,8,209,2024-12-23,2025-01-04,2025-01-04,8982.0,5,1796.4
SO-12376,83,227,2019-12-14,2019-12-26,2019-12-29,198.81,3,66.27
SO-12378,86,340,2024-10-03,2024-10-09,2024-10-19,71.96,2,35.98
SO-10405,108,420,2021-03-12,2021-03-26,2021-03-26,316.83,3,105.61
SO-10497,79,223,2021-10-30,2021-10-31,2021-11-08,100.3,2,50.15
SO-12384,12,402,2024-03-05,2024-03-12,2024-03-21,8260.76,4,2065.19
SO-12387,62,415,2022-10-11,2022-10-13,2022-10-23,207.62,2,103.81
SO-12388,33,432,2020-02-26,2020-03-10,2020-03-14,1165.0,4,291.25
SO-12391,35,321,2018-06-16,2018-06-30,,938.14,2,469.07
SO-12266,77,201,2022-05-14,2022-05-16,2022-05-16,97.02,1,97.02
SO-12394,105,314,2021-10-03,2021-10-17,2021-10-17,35.95,1,35.95
SO-12395,38,323,2024-10-20,2024-10-22,2024-10-27,146.6,1,146.6
SO-11122,57,329,2022-08-12,2022-08-23,2022-08-25,493.0,1,493.0
SO-12400,57,307,2021-02-27,2021-03-06,2021-03-08,490.65,1,490.65
SO-12402,86,67,2024-09-08,2024-09-11,2024-09-16,32.41,1,32.41
SO-12404,50,473,2018-07-15,2018-07-18,2018-07-27,461.35,5,92.27
SO-12407,69,135,2018-10-03,2018-10-07,2018-10-10,204.32,2,102.16
SO-11017,92,477,2019-12-03,2019-12-07,2019-12-12,76.4,4,19.1
SO-12410,87,53,2018-11-18,2018-11-28,2018-11-30,15.26,1,15.26
SO-12413,41,68,2023-03-31,2023-04-08,2023-04-16,3264.7,5,652.94
SO-10062,70,152,2021-06-11,2021-06-16,2021-06-25,70.51,1,70.51
SO-12418,38,262,2018-06-26,2018-07-10,2018-07-11,551.76,4,137.94
SO-12420,107,53,2022-06-20,2022-06-28,2022-07-06,171.78,1,171.78
SO-12423,22,469,2020-02-04,2020-02-06,2020-02-06,4132.24,2,2066.12
SO-12424,14,322,2020-03-03,2020-03-08,2020-03-16,8385.6,4,2096.4
SO-12427,88,311,2022-11-29,2022-12-03,2022-12-09,185.42,2,92.71
SO-11251,70,349,2021-07-28,2021-08-04,2021-08-04,179.49,3,59.83
SO-12431,76,279,2022-10-22,2022-10-29,2022-11-08,64.27,1,64.27
SO-12432,52,266,2019-08-24,2019-09-07,2019-09-07,853.62,3,284.54
SO-12433,24,115,2021-12-01,2021-12-07,2021-12-17,256.16,2,128.08
SO-12435,70,230,2019-03-06,2019-03-17,2019-03-21,268.6,4,67.15
SO-12436,10,293,2019-07-23,2019-07-29,2019-08-07,14514.92,4,3628.73
SO-12012,99,350,2021-01-04,2021-01-08,2021-01-14,703.75,5,140.75
SO-12440,5,436,2021-09-17,2021-09-30,2021-09-30,17815.45,5,3563.09
SO-12443,77,367,2020-10-24,2020-11-02,2020-11-06,163.38,2,81.69
SO-12446,81,34,2018-12-11,2018-12-16,2018-12-21,226.56,4,56.64
SO-12447,89,336,2022-12-13,2022-12-15,2022-12-20,27.7,2,13.85
SO-12427,99,498,2020-02-04,2020-02-05,2020-02-14,503.56,4,125.89
SO-12452,79,273,2023-07-11,2023-07-18,2023-07-26,115.58,2,57.79
SO-12453,108,428,2019-06-15,2019-06-21,2019-06-29,413.35,5,82.67
SO-12455,88,269,2018-01-03,2018-01-10,2018-01-20,175.02,2,87.51
SO-12203,85,459,2022-01-16,2022-01-29,2022-02-04,314.64,4,78.66
SO-12457,36,461,2024-01-29,2024-02-01,2024-02-06,737.94,3,245.98
SO-12459,26,72,2021-12-16,2021-12-30,2022-01-08,434.19,3,144.73
SO-12462,74,434,2021-01-07,2021-01-20,2021-01-26,119.64,2,59.82
SO-12463,44,208,2019-11-05,2019-11-10,2019-11-11,312.99,3,104.33
SO-12464,44,200,2019-11-18,2019-11-28,2019-11-30,532.92,4,133.23
SO-11248,101,352,2022-02-24,2022-02-26,2022-03-01,536.95,5,107.39
SO-12470,34,490,2022-05-02,2022-05-16,2022-05-24,932.82,3,310.94
SO-12472,29,4,2020-03-06,2020-03-11,2020-03-21,1192.95,5,238.59
SO-12473,62,307,2023-06-07,2023-06-10,2023-06-10,192.3,2,96.15
SO-12474,12,430,2022-01-31,2022-02-04,2022-02-10,5647.59,3,1882.53
SO-12475,14,111,2019-12-12,2019-12-18,2019-12-27,5185.84,2,2592.92
SO-11837,103,219,2023-01-07,2023-01-21,2023-01-26,136.91,1,136.91
SO-11326,99,406,2018-12-23,2018-12-24,2018-12-29,267.96,2,133.98
SO-12481,8,310,2019-06-24,2019-07-07,2019-07-14,1677.0,1,1677.0
SO-12483,52,84,2019-07-15,2019-07-21,2019-07-29,1018.72,4,254.68
SO-12485,102,387,2023-01-17,2023-01-26,2023-02-02,458.61,3,152.87
SO-12487,95,458,2021-02-19,2021-02-28,2021-03-10,236.19,3,78.73
SO-10030,108,315,2021-03-25,2021-03-28,2021-04-05,171.84,2,85.92
SO-12492,4,70,2018-01-26,2018-01-27,2018-01-27,8520.42,2,4260.21
SO-10482,10,491,2020-08-26,2020-08-29,2020-09-08,3454.11,1,3454.11
SO-12495,5,268,2020-04-15,2020-04-26,2020-05-06,13654.4,4,3413.6
SO-12498,68,316,2022-04-19,2022-04-26,2022-05-05,279.45,5,55.89
SO-12499,55,230,2022-12-12,,2022-12-28,1083.32,4,270.83
SO-12502,91,86,2022-02-19,2022-02-24,2022-02-27,220.93,1,220.93
SO-11907,95,69,2020-02-19,2020-03-04,2020-03-05,131.94,2,65.97
SO-12506,12,31,2022-03-25,2022-04-06,2022-04-06,2189.71,1,2189.71
SO-12509,60,177,2018-04-10,2018-04-19,2018-04-21,2290.84,4,572.71
SO-12510,45,246,2023-03-17,2023-03-23,2023-03-27,1670.7,3,556.9
SO-12513,5,167,2019-08-07,2019-08-17,2019-08-18,18500.55,5,3700.11
SO-12516,71,124,2019-02-23,2019-03-02,2019-03-02,480.95,5,96.19
SO-12517,9,235,2020-05-30,2020-06-03,2020-06-10,5471.0,2,2735.5
SO-12518,42,94,2019-12-08,2019-12-11,2019-12-20,3360.6,5,672.12
SO-12519,94,219,2021-09-01,2021-09-12,2021-09-21,41.39,1,41.39
SO-12520,42,335,2022-01-29,2022-02-10,2022-02-13,3308.3,5,661.66
SO-12522,54,63,2023-06-27,2023-07-09,2023-07-19,1437.84,4,359.46
SO-12524,32,483,2018-03-22,2018-04-01,2018-04-06,1152.69,3,384.23
SO-12463,93,60,2020-01-10,2020-01-18,2020-01-27,272.25,5,54.45
SO-12529,32,342,2024-09-06,2024-09-14,2024-09-22,1471.04,4,367.76
SO-11394,75,488,2024-04-05,2024-04-14,2024-04-17,113.52,2,56.76
SO-12532,94,405,2018-08-11,2018-08-20,2018-08-23,67.16,2,33.58
SO-12535,60,266,2023-08-25,2023-09-03,2023-09-12,2248.48,4,562.12
SO-12537,86,264,2022-01-03,2022-01-06,2022-01-09,153.65,5,30.73
SO-12538,26,9,2021-02-13,2021-02-18,2021-02-21,676.04,4,169.01
SO-10726,59,35,2021-11-21,2021-12-05,2021-12-07,833.06,2,416.53
SO-12542,74,86,2024-07-31,2024-08-12,2024-08-17,46.29,1,46.29
SO-12545,25,30,2024-11-12,2024-11-26,2024-11-29,187.08,1,187.08
SO-12547,12,312,2019-04-17,2019-04-20,2019-04-26,2270.67,1,2270.67
SO-12316,90,492,2023-03-01,2023-03-08,2023-03-15,371.52,2,185.76
SO-12552,52,54,2019-06-15,2019-06-18,2019-06-18,271.94,1,271.94
SO-12555,68,390,2022-11-28,2022-12-02,2022-12-05,259.9,5,51.98
SO-12557,44,107,2024-01-06,2024-01-07,2024-01-17,229.12,2,114.56
SO-12558,20,392,2021-03-01,2021-03-04,2021-03-05,3169.98,1,3169.98
SO-12435,44,441,2018-02-05,2018-02-15,2018-02-25,403.77,3,134.59
SO-12562,109,188,2021-12-04,2021-12-16,,245.5,1,245.5
SO-12565,86,292,2024-09-08,,2024-09-16,159.0,5,31.8
SO-12566,19,142,2020-02-21,2020-02-28,2020-03-04,9046.15,5,1809.23
SO-10584,109,14,2020-11-28,2020-11-30,2020-12-02,196.66,1,196.66
SO-12569,30,286,2023-07-20,2023-07-25,2023-07-25,725.66,2,362.83
SO-12571,55,442,2024-08-16,2024-08-17,2024-08-23,537.7,2,268.85
SO-12572,44,164,2020-12-05,2020-12-19,2020-12-21,105.67,1,105.67
SO-12573,3,316,2022-01-27,2022-02-03,2022-02-10,16119.5,5,3223.9
SO-12575,80,34,2022-02-28,2022-03-08,2022-03-17,147.33,3,49.11
SO-12577,108,55,2019-07-15,2019-07-29,2019-08-02,359.28,4,89.82
SO-12580,16,20,2020-04-28,2020-04-29,2020-05-05,9721.65,5,1944.33
SO-12582,21,217,2023-10-16,2023-10-17,2023-10-25,587.99,1,587.99
SO-11025,76,16,2019-03-20,2019-03-26,2019-03-26,225.52,4,56.38
SO-12585,92,118,2021-09-22,2021-09-24,2021-09-24,62.73,3,20.91
SO-12587,23,59,2020-03-16,2020-03-17,2020-03-17,1673.85,5,334.77
SO-12589,55,361,2022-10-26,2022-11-05,,1035.24,4,258.81
SO-12592,103,447,2020-03-31,2020-04-10,2020-04-16,359.7,2,179.85
SO-12594,51,224,2019-09-02,2019-09-04,2019-09-09,1956.5,5,391.3
SO-10437,5,30,2020-12-25,2021-01-01,2021-01-07,11655.76,4,2913.94
SO-12596,7,229,2024-08-07,2024-08-15,,1933.12,4,483.28
SO-12599,31,279,2024-03-11,2024-03-13,2024-03-22,1605.9,3,535.3
SO-12601,101,89,2018-06-23,2018-06-28,2018-07-07,616.8,5,123.36
SO-12603,51,402,2024-10-18,2024-10-27,2024-11-03,957.06,2,478.53
SO-12605,49,309,2024-03-29,2024-04-10,2024-04-14,385.75,1,385.75
SO-12607,7,249,2023-05-20,2023-05-30,2023-06-03,1005.88,2,502.94
SO-12610,89,496,2023-10-13,2023-10-24,2023-11-02,70.6,5,14.12
SO-12611,9,365,2020-12-17,2020-12-20,2020-12-26,4057.44,2,2028.72
SO-12614,109,88,2019-03-09,2019-03-11,2019-03-17,247.73,1,247.73
SO-12617,81,133,2019-01-25,2019-02-08,2019-02-16,49.68,1,49.68
SO-12620,65,454,2024-07-22,2024-07-30,2024-08-01,554.79,1,554.79
SO-12623,81,301,2021-04-01,2021-04-12,2021-04-20,60.01,1,60.01
SO-12625,39,274,2019-07-21,2019-07-24,2019-07-25,2402.24,4,600.56
SO-12626,74,226,2023-09-08,2023-09-14,2023-09-21,54.1,1,54.1
SO-12628,61,164,2023-04-23,2023-05-04,2023-05-05,430.52,2,215.26
SO-12629,98,332,2018-12-11,2018-12-14,2018-12-22,854.68,4,213.67
SO-12631,72,463,2023-08-30,2023-09-02,2023-09-09,309.0,4,77.25
SO-12634,7,137,2018-06-26,2018-07-06,2018-07-11,1179.02,2,589.51
SO-12636,15,182,2022-10-16,2022-10-17,2022-10-24,20775.8,5,4155.16
SO-12639,71,286,2020-07-07,2020-07-13,2020-07-19,224.37,3,74.79
SO-12642,86,329,2022-06-19,2022-06-22,2022-06-26,35.84,1,35.84
SO-12645,49,197,2024-02-18,2024-02-22,2024-02-26,1940.7,5,388.14
SO-12647,2,79,2024-04-16,2024-04-22,2024-04-23,10927.36,4,2731.84
SO-12650,53,141,2024-02-01,2024-02-10,2024-02-12,322.75,1,322.75
SO-12653,52,273,2023-08-18,2023-08-22,2023-08-31,294.46,1,294.46
SO-12656,57,309,2024-06-16,2024-06-18,2024-06-24,476.99,1,476.99
SO-12657,76,459,2020-10-13,2020-10-19,2020-10-29,341.25,5,68.25
SO-12659,14,120,2020-05-23,2020-05-31,2020-06-06,2227.17,1,2227.17
SO-12662,66,49,2022-06-29,2022-07-05,2022-07-05,981.58,2,490.79
SO-12664,16,316,2019-02-03,2019-02-10,2019-02-15,2393.3,1,2393.3
SO-12666,52,433,2018-09-16,2018-09-24,2018-10-01,285.21,1,285.21
SO-10345,81,22,2024-02-18,2024-02-27,2024-02-27,214.84,4,53.71
SO-12671,67,435,2019-03-05,2019-03-18,2019-03-21,1170.6,3,390.2
SO-12674,55,316,2024-01-15,2024-01-25,2024-01-28,1477.35,5,295.47
SO-10948,73,160,2019-01-05,2019-01-11,2019-01-16,164.15,5,32.83
SO-12679,77,348,2020-01-10,2020-01-11,2020-01-21,406.48,4,101.62
SO-12680,45,59,2018-10-16,2018-10-24,2018-10-25,2313.88,4,578.47
SO-12683,104,203,2020-04-28,2020-05-05,2020-05-10,206.68,2,103.34
SO-12685,42,191,2024-09-21,,2024-09-28,1988.68,4,497.17
SO-12686,39,272,2024-07-05,2024-07-10,2024-07-12,488.5,1,488.5
SO-12689,111,286,2024-11-17,2024-11-24,2024-11-30,962.28,4,240.57
SO-12691,41,217,2022-01-31,,2022-02-15,1715.4,3,571.8
SO-12693,29,99,2023-09-06,2023-09-19,2023-09-28,265.81,1,265.81
SO-12475,49,402,2019-06-20,2019-07-04,2019-07-14,865.0,2,432.5
SO-12698,78,178,2020-07-26,2020-07-27,2020-07-27,236.44,4,59.11
SO-10251,55,494,2023-05-14,2023-05-26,2023-06-05,1147.76,4,286.94
SO-12701,11,91,2021-02-24,2021-03-08,2021-03-09,3827.12,1,3827.12
SO-12704,103,265,2022-05-10,2022-05-11,2022-05-11,684.3,5,136.86
SO-12707,64,287,2019-06-08,2019-06-12,2019-06-13,197.1,2,98.55
SO-10696,103,140,2023-01-02,2023-01-05,2023-01-11,544.38,3,181.46
SO-12709,7,105,2023-12-06,2023-12-11,2023-12-14,2090.28,4,522.57
SO-12712,7,237,2024-03-19,2024-03-25,2024-04-04,1054.64,2,527.32
SO-10893,86,286,2020-08-10,2020-08-19,2020-08-24,91.17,3,30.39
SO-12715,40,335,2022-02-13,2022-02-18,2022-02-28,554.0,4,138.5
SO-12716,18,484,2020-03-03,2020-03-06,2020-03-13,11857.05,3,3952.35
SO-12719,80,376,2018-12-14,2018-12-22,2018-12-29,222.76,4,55.69
SO-12722,22,251,2019-11-27,2019-11-28,2019-12-01,10006.65,5,2001.33
SO-12724,92,7,2024-02-02,2024-02-03,2024-02-04,119.7,5,23.94
SO-12727,82,100,2018-05-16,2018-05-23,2018-06-01,172.48,2,86.24
SO-12728,43,435,2020-07-29,2020-08-03,2020-08-03,140.98,1,140.98
SO-12731,9,367,2022-06-12,2022-06-20,2022-06-27,11166.25,5,2233.25
SO-12732,36,131,2020-11-07,2020-11-18,2020-11-23,736.26,3,245.42
SO-12734,89,34,2023-05-01,2023-05-11,2023-05-20,29.84,2,14.92
SO-12737,97,467,2021-08-05,2021-08-09,2021-08-19,487.5,5,97.5
SO-12739,112,276,2022-05-01,2022-05-14,2022-05-23,440.6,5,88.12
SO-12742,77,32,2021-06-07,2021-06-13,2021-06-20,466.4,5,93.28
SO-12745,18,130,2022-03-24,2022-03-28,2022-03-28,4061.81,1,4061.81
SO-12748,33,90,2021-01-01,2021-01-04,2021-01-07,1506.65,5,301.33
SO-12751,102,53,2019-09-11,2019-09-13,2019-09-23,818.25,5,163.65
SO-12582,27,89,2023-10-19,2023-11-02,2023-11-10,579.12,1,579.12
SO-12755,2,95,2020-07-31,2020-08-03,2020-08-03,2651.53,1,2651.53
SO-12756,4,261,2024-09-10,2024-09-21,2024-09-29,16600.48,4,4150.12
SO-12757,48,197,2019-01-16,2019-01-21,2019-01-21,205.8,2,102.9
SO-12758,76,262,2018-07-14,2018-07-27,2018-08-03,190.71,3,63.57
SO-12759,41,159,2022-08-01,2022-08-15,2022-08-24,1878.75,3,626.25
SO-12760,59,428,2022-07-14,2022-07-17,2022-07-17,1229.67,3,409.89
SO-12762,57,428,2018-11-02,2018-11-08,2018-11-08,448.88,1,448.88
SO-12763,10,7,2022-05-29,2022-06-04,2022-06-08,3361.09,1,3361.09
SO-12765,1,414,2023-01-05,2023-01-14,2023-01-19,3934.66,1,3934.66
SO-12768,61,22,2023-11-12,2023-11-22,2023-11-22,632.64,3,210.88
SO-12770,71,73,2022-03-28,2022-04-06,2022-04-15,446.25,5,89.25
SO-12773,30,277,2022-11-11,2022-11-20,2022-11-28,1985.9,5,397.18
SO-12776,83,249,2024-11-21,2024-11-23,2024-11-28,62.21,1,62.21
SO-12777,73,233,2022-03-25,2022-03-26,2022-04-04,62.52,2,31.26
